label,area,centroid-0,centroid-1,eccentricity,mean_intensity,max_intensity,min_intensity,annotated_class,key
[1 2 3 4],[18 15 25 16],[ 79.44444444  81.4         91.24       117.25      ],[124.38888889 116.4         97.8         76.625     ],[0.62235952 0.48989795 0.53706545 0.50835416],[146.33333333 149.93333333 158.72       152.3125    ],[171. 168. 187. 169.],[126. 132. 139. 134.],2,[2 4 6 8]
[],[],[],[],[],[],[],[],2,[]
[1],[1594],[99.52948557],[100.08782936],[0.37953458],[169.31932246],[254.],[79.],2,[2]
[1],[39],[89.28205128],[96.15384615],[0.47160759],[156.71794872],[189.],[132.],2,[2]
[1],[2022],[101.00692384],[98.67705242],[0.85844044],[144.45054402],[255.],[0.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1 2 3],[16 21 20],[ 99.        102.9047619 114.05     ],[109.5         96.42857143  89.1       ],[0.57735027 0.40447525 0.39295262],[137.8125     158.61904762 152.6       ],[152. 181. 176.],[124. 138. 131.],2,[2 4 6]
[],[],[],[],[],[],[],[],2,[]
[1],[670],[100.57761194],[100.53283582],[0.73559561],[187.96268657],[255.],[100.],2,[2]
[1],[496],[101.09879032],[100.17943548],[0.6355318],[148.15927419],[255.],[92.],2,[2]
[1],[31],[78.70967742],[112.5483871],[0.55592841],[137.12903226],[172.],[112.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[1041],[100.86167147],[101.35542747],[0.62190568],[195.5581172],[255.],[0.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[740],[98.90405405],[99.46081081],[0.86960573],[187.66891892],[255.],[2.],2,[2]
[1],[654],[100.29357798],[99.64678899],[0.71563166],[129.29969419],[255.],[77.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[832],[99.27163462],[99.15865385],[0.83974953],[131.06610577],[255.],[62.],2,[2]
[1 2],[125 202],[106.392      110.64356436],[101.848       89.57920792],[0.46641664 0.66496725],[152.04       157.41584158],[211. 229.],[113. 105.],2,[2 4]
[],[],[],[],[],[],[],[],2,[]
[1],[1999],[101.24462231],[102.95447724],[0.86132008],[176.12206103],[251.],[0.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1 2],[61 28],[108.81967213 115.96428571],[101.42622951 109.39285714],[0.46836503 0.44427681],[187.13114754 181.67857143],[255. 207.],[151. 164.],2,[2 4]
[],[],[],[],[],[],[],[],2,[]
[1],[1123],[97.77382012],[96.11843277],[0.93770391],[180.40160285],[255.],[92.],2,[2]
[1],[2355],[99.52144374],[96.37282378],[0.65368253],[163.55244161],[255.],[98.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[2036],[101.51768173],[95.74115914],[0.75599904],[167.53929273],[255.],[93.],2,[2]
[1],[20],[97.75],[103.05],[0.63816827],[121.4],[140.],[108.],2,[2]
[1],[19],[93.],[111.63157895],[0.60775708],[147.31578947],[177.],[120.],2,[2]
[1],[411],[100.46958637],[100.10948905],[0.53044728],[198.96836983],[255.],[139.],2,[2]
[1],[3451],[100.33178789],[99.48710519],[0.62040122],[156.22109533],[255.],[11.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1 2 3 4 5],[ 61  62 114  40  61],[ 87.52459016  93.96774194 112.37719298 120.35       129.36065574],[ 90.8852459   62.66129032 123.52631579  80.125      100.60655738],[0.79606031 0.60897153 0.85873641 0.85550795 0.77663981],[178.29508197 194.29032258 207.06140351 158.525      190.29508197],[205. 240. 255. 171. 226.],[151. 156. 173. 146. 154.],2,[ 2  4  6  8 10]
[1],[553],[100.51898734],[100.7522604],[0.56690351],[164.76853526],[255.],[93.],2,[2]
[1],[1201],[99.03080766],[100.07910075],[0.74377093],[170.79933389],[254.],[82.],2,[2]
[1 2],[59 56],[117.74576271 120.57142857],[ 84.42372881 101.5       ],[0.77469715 0.77458897],[162.01694915 162.67857143],[206. 217.],[128. 115.],2,[2 4]
[1],[25],[99.04],[85.24],[0.64419115],[170.2],[195.],[143.],2,[2]
[1],[2507],[95.41643398],[98.18308736],[0.93395511],[129.88671719],[255.],[13.],2,[2]
[1 2],[596 227],[ 93.38422819 113.77973568],[ 97.19295302 102.92070485],[0.73481402 0.55293147],[130.63758389 136.030837  ],[192. 255.],[89. 93.],2,[2 4]
[1],[435],[99.74712644],[101.59770115],[0.65275938],[168.75862069],[255.],[82.],2,[2]
[1 2 3],[26 24 22],[ 89.65384615  94.70833333 100.09090909],[ 84.         112.          90.09090909],[0.62910936 0.37699822 0.4282594 ],[159.11538462 154.875      165.18181818],[204. 181. 206.],[124. 132. 135.],2,[2 4 6]
[1],[1023],[102.57771261],[101.83773216],[0.77830938],[170.24828935],[255.],[108.],2,[2]
[1],[830],[99.85060241],[99.72650602],[0.84036116],[155.99036145],[255.],[92.],2,[2]
[1 2],[16 22],[109.         119.95454545],[118.5         99.27272727],[0.57735027 0.39271746],[151.9375     136.90909091],[173. 162.],[126. 115.],2,[2 4]
[1],[1177],[99.27017842],[100.38912489],[0.42945094],[171.39762107],[255.],[103.],2,[2]
[1],[969],[100.124871],[100.40763674],[0.81881635],[171.83178535],[255.],[7.],2,[2]
[1 2 3 4],[21 49 46 20],[79.85714286 81.48979592 89.45652174 99.05      ],[102.19047619 109.69387755  90.76086957 106.9       ],[0.34400025 0.68777527 0.51501507 0.39295262],[169.42857143 168.10204082 176.10869565 165.3       ],[194. 190. 212. 178.],[149. 148. 139. 156.],2,[2 4 6 8]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[991],[100.3370333],[100.02926337],[0.69244349],[145.9445005],[249.],[68.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[68],[112.47058824],[103.20588235],[0.52018021],[117.70588235],[164.],[88.],2,[2]
[1 2],[27 22],[108.59259259 111.5       ],[ 94.48148148 106.72727273],[0.65979801 0.53731861],[163.25925926 162.81818182],[204. 200.],[134. 135.],2,[2 4]
[1 2 3 4],[25 26 31 24],[ 69.6         92.38461538 108.61290323 136.70833333],[ 96.96       100.07692308 118.74193548  95.70833333],[0.49847116 0.38577399 0.50885562 0.59388442],[189.92       205.65384615 205.         188.125     ],[216. 237. 234. 215.],[163. 176. 170. 164.],2,[2 4 6 8]
[1 2],[17 42],[104.64705882 125.30952381],[109.         107.80952381],[0.29704426 0.54841114],[133.35294118 160.16666667],[149. 198.],[119. 127.],2,[2 4]
[1],[628],[100.56210191],[100.36783439],[0.84480092],[188.4633758],[255.],[93.],2,[2]
[1 2],[ 65 397],[ 95.24615385 108.52392947],[ 87.29230769 100.54156171],[0.61690231 0.54440085],[131.35384615 171.15617128],[156. 255.],[104. 125.],2,[2 4]
[1],[186],[106.58602151],[101.6344086],[0.50490106],[153.53763441],[203.],[113.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[481],[100.42619543],[100.59043659],[0.80996275],[161.11642412],[255.],[76.],2,[2]
[1],[1283],[101.52065472],[98.73967264],[0.53284638],[170.11379579],[252.],[74.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[815],[99.60613497],[100.23312883],[0.69986146],[151.46503067],[253.],[63.],2,[2]
[1],[149],[120.7852349],[94.40939597],[0.53672554],[177.63758389],[231.],[151.],2,[2]
[1],[544],[99.87132353],[101.07169118],[0.7349737],[173.53676471],[255.],[108.],2,[2]
[1],[2460],[99.3495935],[100.70731707],[0.39713903],[162.33170732],[255.],[81.],2,[2]
[1 2],[ 89 100],[90.97752809 96.04      ],[ 94.29213483 107.47      ],[0.70726217 0.78272826],[151.34831461 144.27      ],[207. 196.],[111. 112.],2,[2 4]
[1],[47],[91.93617021],[111.9787234],[0.63818874],[143.95744681],[177.],[103.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[1483],[99.52258935],[102.15711396],[0.6924273],[157.95819285],[253.],[74.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1 2 3 4],[28 24 16 26],[ 91.21428571 105.95833333 121.5        130.5       ],[ 85.5        107.29166667 112.          95.        ],[0.19047619 0.7081986  0.57735027 0.54405882],[171.17857143 170.16666667 156.25       163.38461538],[205. 191. 172. 196.],[144. 153. 144. 137.],2,[2 4 6 8]
[],[],[],[],[],[],[],[],2,[]
[1],[1682],[100.36028537],[100.25326992],[0.86431964],[176.97859691],[252.],[8.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[541],[100.5064695],[99.71349353],[0.77646733],[218.69316081],[255.],[188.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[1596],[102.09837093],[98.30701754],[0.77683406],[139.38220551],[255.],[53.],2,[2]
[1],[1256],[101.0843949],[101.18232484],[0.81434151],[130.85828025],[255.],[56.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[737],[100.5495251],[101.79375848],[0.70255736],[150.84531886],[255.],[63.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[1338],[100.42376682],[101.63303438],[0.71862953],[158.05231689],[252.],[74.],2,[2]
[1],[879],[99.0261661],[100.49374289],[0.79959716],[177.47098976],[252.],[127.],2,[2]
[1],[763],[102.57798165],[99.61336828],[0.82122781],[186.57667104],[255.],[106.],2,[2]
[1],[17],[87.70588235],[101.70588235],[0.70864238],[127.],[142.],[113.],2,[2]
[1],[303],[102.22112211],[103.83828383],[0.27341056],[175.59735974],[252.],[127.],2,[2]
[1],[987],[102.93920973],[99.32320162],[0.68218404],[171.66058764],[255.],[109.],2,[2]
[1],[2276],[97.95210896],[100.38005272],[0.64439495],[141.70913884],[251.],[62.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[971],[101.32440783],[99.23377961],[0.70876185],[150.03295572],[254.],[0.],2,[2]
[1 2 3],[49 30 35],[ 99.63265306  99.86666667 112.42857143],[131.28571429 113.03333333 115.22857143],[0.78760349 0.78132351 0.47107679],[169.42857143 192.63333333 194.82857143],[200. 208. 229.],[145. 169. 162.],2,[2 4 6]
[1],[778],[99.88174807],[101.68894602],[0.7781599],[161.17609254],[255.],[75.],2,[2]
[1],[550],[101.06727273],[102.10363636],[0.86225833],[173.21636364],[253.],[105.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[781],[100.1971831],[99.46734955],[0.70149899],[140.84122919],[255.],[63.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[763],[101.04587156],[100.11926606],[0.69127434],[163.30013106],[255.],[99.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[610],[101.38688525],[100.0852459],[0.68504362],[166.55409836],[254.],[94.],2,[2]
[1],[878],[100.24259681],[99.78587699],[0.86703371],[187.6594533],[255.],[128.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1 2],[23 21],[111.         112.28571429],[ 87.82608696 106.71428571],[0.12869789 0.80127713],[175.39130435 164.76190476],[205. 183.],[153. 148.],2,[2 4]
[1 2 3 4],[16 17 15 21],[104.         114.29411765 118.46666667 131.        ],[ 93.5        123.29411765  69.86666667  90.        ],[0.57735027 0.70864238 0.47609523 0.        ],[161.5        152.82352941 138.86666667 144.71428571],[175. 172. 150. 166.],[148. 138. 128. 130.],2,[2 4 6 8]
[1],[572],[101.13286713],[100.0979021],[0.90161288],[190.2972028],[253.],[120.],2,[2]
[1 2],[79 22],[103.43037975 117.90909091],[ 88.46835443 100.95454545],[0.6516384  0.64170778],[145.58227848 161.90909091],[186. 192.],[121. 134.],2,[2 4]
[1],[1089],[102.36271809],[97.93480257],[0.77090714],[165.64921947],[255.],[0.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[849],[100.05771496],[99.8975265],[0.83232521],[166.89045936],[253.],[0.],2,[2]
[1 2 3 4],[30 41 24 39],[ 82.8         96.12195122 109.33333333 116.        ],[110.26666667 111.02439024 104.875       96.58974359],[0.75239171 0.41770252 0.58498662 0.41344912],[153.83333333 172.90243902 148.875      171.94871795],[181. 222. 179. 213.],[133. 138. 122. 141.],2,[2 4 6 8]
[1],[162],[107.62962963],[103.54320988],[0.58179364],[193.36419753],[252.],[157.],2,[2]
[1],[885],[100.56497175],[100.52655367],[0.79035178],[198.64858757],[255.],[0.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1 2],[16 17],[ 94.5625     107.76470588],[89.75       91.23529412],[0.60170409 0.28005602],[193.0625     191.47058824],[206. 217.],[182. 165.],2,[2 4]
[1],[30],[113.9],[106.96666667],[0.66667212],[152.2],[202.],[122.],2,[2]
[1 2 3],[17 16 15],[132.88235294 135.75       137.4       ],[ 76.41176471  89.625      101.6       ],[0.62594323 0.50835416 0.48989795],[ 93.35294118 104.5625     122.        ],[107. 121. 132.],[ 84.  91. 111.],2,[2 4 6]
[1],[1366],[101.62005857],[98.7057101],[0.79055939],[174.57247438],[255.],[86.],2,[2]
[1],[280],[100.43928571],[105.26428571],[0.76777576],[114.86785714],[151.],[61.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1 2],[26 33],[ 90.5        123.81818182],[97.         99.96969697],[0.54405882 0.57286041],[195.46153846 197.84848485],[214. 240.],[177. 153.],2,[2 4]
[1],[1584],[100.82828283],[100.58964646],[0.80831478],[151.68876263],[255.],[85.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[661],[100.49319213],[100.5612708],[0.5599334],[183.53706505],[255.],[124.],2,[2]
[1 2 3],[53 17 23],[ 87.64150943 109.41176471 112.        ],[100.54716981  88.88235294 107.        ],[0.43056189 0.62594323 0.56568542],[174.1509434  174.17647059 158.47826087],[242. 196. 195.],[133. 149. 140.],2,[2 4 6]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[4009],[102.42254926],[102.72536792],[0.75148897],[168.04913944],[255.],[0.],2,[2]
[1],[1360],[99.48455882],[100.34779412],[0.57895281],[171.55073529],[255.],[0.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1 2],[32 29],[ 80.09375    116.89655172],[ 92.0625     106.75862069],[0.88037694 0.52102889],[123.25       115.62068966],[143. 123.],[110. 103.],2,[2 4]
[1],[482],[101.53319502],[100.13070539],[0.85307959],[155.60580913],[253.],[98.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[830],[101.18433735],[100.1253012],[0.43191972],[162.70843373],[252.],[91.],2,[2]
[1 2 3 4],[29 29 26 29],[ 74.72413793 107.5862069  122.03846154 130.27586207],[ 88.5862069   81.72413793 115.30769231 131.34482759],[0.37574929 0.37574929 0.56540284 0.51624511],[189.24137931 198.68965517 197.42307692 211.13793103],[219. 242. 230. 255.],[160. 170. 170. 176.],2,[2 4 6 8]
[1],[867],[99.69204152],[100.69319493],[0.74550738],[197.89850058],[253.],[111.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[25],[97.56],[85.28],[0.65897521],[182.64],[217.],[160.],2,[2]
[1],[933],[99.88853162],[100.39549839],[0.85555094],[160.13290461],[252.],[81.],2,[2]
[1],[566],[102.56183746],[109.54770318],[0.86009421],[133.2844523],[192.],[66.],2,[2]
[1],[854],[100.43559719],[101.83372365],[0.4297537],[193.21428571],[255.],[0.],2,[2]
[1],[114],[83.04385965],[106.37719298],[0.86696402],[168.36842105],[212.],[137.],2,[2]
[1],[1158],[100.86183074],[98.39896373],[0.60495344],[158.56044905],[255.],[0.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1 2 3 4 5 6 7 8],[21 25 17 31 17 21 23 21],"[ 73.95238095  79.6         81.58823529  95.58064516  97.64705882
 122.         122.7826087  130.        ]","[ 95.80952381 103.56       120.41176471 114.4516129   91.
  82.         103.91304348 115.        ]","[0.54416476 0.68261323 0.69691885 0.33117581 0.29704426 0.
 0.47763077 0.        ]","[170.0952381  186.16       162.70588235 187.35483871 162.82352941
 168.23809524 178.82608696 166.80952381]",[190. 213. 177. 211. 174. 183. 197. 192.],[160. 163. 143. 167. 152. 158. 162. 140.],2,[ 2  4  6  8 10 12 14 16]
[1 2],[36 28],[108.38888889 114.67857143],[96.86111111 86.60714286],[0.54390564 0.60898117],[190.36111111 175.82142857],[214. 205.],[170. 153.],2,[2 4]
[1],[576],[100.03993056],[100.63368056],[0.45453806],[204.55902778],[253.],[149.],2,[2]
[1],[1213],[92.52761748],[94.25803792],[0.79914885],[149.25968673],[255.],[80.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[40],[89.225],[114.9],[0.61186204],[172.95],[198.],[155.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[752],[100.82978723],[101.08776596],[0.76401842],[202.65558511],[255.],[128.],2,[2]
[1],[736],[101.92798913],[97.44836957],[0.87920813],[159.2826087],[251.],[90.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[1843],[99.78947368],[102.02821487],[0.64651329],[159.89256647],[255.],[71.],2,[2]
[1],[573],[103.68237347],[100.18848168],[0.41739911],[114.78883072],[183.],[56.],2,[2]
[1],[890],[100.16853933],[98.79662921],[0.83346162],[146.38202247],[255.],[0.],2,[2]
[1],[1010],[100.4950495],[98.85643564],[0.87662558],[165.77920792],[255.],[93.],2,[2]
[1],[2431],[100.55614973],[101.95804196],[0.62008514],[137.12464007],[243.],[73.],2,[2]
[1 2 3],[ 91 333 200],[ 97.61538462 107.49249249 116.15      ],[119.37362637  81.5015015   95.2       ],[0.78704162 0.53384285 0.69255757],[156.56043956 158.97897898 151.93      ],[199. 251. 209.],[110.  75. 101.],2,[2 4 6]
[1],[1124],[101.13078292],[101.15391459],[0.90425509],[174.42882562],[255.],[90.],2,[2]
[1],[1138],[100.39367311],[100.32337434],[0.8170188],[143.97100176],[255.],[74.],2,[2]
[1 2 3 4],[16 21 17 16],[ 66.25        85.38095238  99.88235294 118.9375    ],[117.375      112.76190476  75.58823529 102.3125    ],[0.50835416 0.45311589 0.62594323 0.71176396],[140.5625     160.95238095 146.47058824 155.625     ],[158. 183. 190. 175.],[127. 141. 103. 133.],2,[2 4 6 8]
[1],[155],[106.50322581],[103.90967742],[0.68195276],[142.45806452],[184.],[110.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[3363],[101.65923283],[99.30895034],[0.63830465],[151.02854594],[253.],[63.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1 2 3 4 5 6],[15 21 24 16 15 15],"[ 92.06666667  97.          99.66666667 105.         105.6
 113.4       ]","[ 99.26666667  91.         123.125      105.5         98.4
  92.4       ]",[0.73438878 0.         0.58498662 0.57735027 0.48989795 0.48989795],"[165.93333333 169.23809524 168.66666667 172.9375     167.
 174.        ]",[183. 202. 210. 201. 194. 212.],[151. 148. 137. 148. 143. 146.],2,[ 2  4  6  8 10 12]
[],[],[],[],[],[],[],[],2,[]
[1],[567],[98.96472663],[100.41093474],[0.79722607],[180.23280423],[255.],[102.],2,[2]
[1],[939],[99.85835996],[100.63791267],[0.50698721],[150.7113951],[254.],[83.],2,[2]
[1],[947],[100.27032735],[99.87750792],[0.72262907],[179.01900739],[255.],[90.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1 2],[18 25],[109.88888889 123.        ],[115.27777778 108.16      ],[0.47692249 0.5573748 ],[169.88888889 177.68      ],[186. 208.],[148. 152.],2,[2 4]
[1],[1503],[99.64803726],[102.15302728],[0.85534639],[146.80372588],[255.],[0.],2,[2]
[1],[2047],[99.02540303],[100.22276502],[0.46036836],[151.45481192],[255.],[9.],2,[2]
[1],[934],[100.47002141],[100.95503212],[0.62381049],[154.67237687],[252.],[98.],2,[2]
[1 2 3],[ 57 114  26],[ 89.89473684 105.44736842 119.96153846],[108.40350877 111.51754386 100.11538462],[0.37728184 0.58022353 0.68084698],[142.47368421 162.99122807 163.34615385],[189. 250. 202.],[102. 103. 133.],2,[2 4 6]
[1],[1107],[100.93405601],[99.86901536],[0.81365651],[180.94218609],[251.],[0.],2,[2]
[1],[1032],[100.32945736],[100.27616279],[0.23028998],[178.06879845],[255.],[1.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[515],[100.3184466],[100.54563107],[0.64109624],[156.13980583],[255.],[98.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1 2],[1003  289],[ 92.3439681  118.33217993],[ 98.23230309 103.98269896],[0.16994351 0.6491245 ],[141.16151545 138.34602076],[255. 181.],[82. 70.],2,[2 4]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
